[0 0 0 13]  1.5747695224491076E-10
[0 0 1 12]	2.661360492938992E-8
[0 0 2 11]	9.580897774580372E-7
[0 0 3 10]	1.2880984785824722E-5
[0 0 4 9]	8.050615491140451E-5
[0 0 5 8]	2.608399419129506E-4
[0 0 6 7]	4.6371545228969E-4
[0 0 7 6]	4.6371545228969E-4
[0 0 8 5]	2.608399419129506E-4
[0 0 9 4]	8.050615491140451E-5
[0 0 10 3]	1.2880984785824722E-5
[0 0 11 2]	9.580897774580372E-7
[0 0 12 1]	2.661360492938992E-8
[0 0 13 0]	1.5747695224491076E-10
[0 1 0 12]	2.661360492938992E-8
[0 1 1 11]	2.075861184492414E-6
[0 1 2 10]	4.5668946058833104E-5
[0 1 3 9]	4.1863200553930344E-4
[0 1 4 8]	0.0018838440249268654
[0 1 5 7]	0.004521225659824477
[0 1 6 6]	0.00602830087976597
[0 1 7 5]	0.004521225659824477
[0 1 8 4]	0.0018838440249268654
[0 1 9 3]	4.1863200553930344E-4
[0 1 10 2]	4.5668946058833104E-5
[0 1 11 1]	2.075861184492414E-6
[0 1 12 0]	2.661360492938992E-8
[0 2 0 11]	9.580897774580372E-7
[0 2 1 10]	4.5668946058833104E-5
[0 2 2 9]	6.850341908824966E-4
[0 2 3 8]	0.004521225659824477
[0 2 4 7]	0.015070752199414924
[0 2 5 6]	0.027127353958946863
[0 2 6 5]	0.027127353958946863
[0 2 7 4]	0.015070752199414924
[0 2 8 3]	0.004521225659824477
[0 2 9 2]	6.850341908824966E-4
[0 2 10 1]	4.5668946058833104E-5
[0 2 11 0]	9.580897774580372E-7
[0 3 0 10]	1.2880984785824722E-5
[0 3 1 9]	4.1863200553930344E-4
[0 3 2 8]	0.004521225659824477
[0 3 3 7]	0.02210376989247522
[0 3 4 6]	0.055259424731188056
[0 3 5 5]	0.07460022338710387
[0 3 6 4]	0.055259424731188056
[0 3 7 3]	0.02210376989247522
[0 3 8 2]	0.004521225659824477
[0 3 9 1]	4.1863200553930344E-4
[0 3 10 0]	1.2880984785824722E-5
[0 4 0 9]	8.050615491140451E-5
[0 4 1 8]	0.0018838440249268654
[0 4 2 7]	0.015070752199414924
[0 4 3 6]	0.055259424731188056
[0 4 4 5]	0.1036114213709776
[0 4 5 4]	0.1036114213709776
[0 4 6 3]	0.055259424731188056
[0 4 7 2]	0.015070752199414924
[0 4 8 1]	0.0018838440249268654
[0 4 9 0]	8.050615491140451E-5
[0 5 0 8]	2.608399419129506E-4
[0 5 1 7]	0.004521225659824477
[0 5 2 6]	0.027127353958946863
[0 5 3 5]	0.07460022338710387
[0 5 4 4]	0.1036114213709776
[0 5 5 3]	0.07460022338710387
[0 5 6 2]	0.027127353958946863
[0 5 7 1]	0.004521225659824477
[0 5 8 0]	2.608399419129506E-4
[0 6 0 7]	4.6371545228969E-4
[0 6 1 6]	0.00602830087976597
[0 6 2 5]	0.027127353958946863
[0 6 3 4]	0.055259424731188056
[0 6 4 3]	0.055259424731188056
[0 6 5 2]	0.027127353958946863
[0 6 6 1]	0.00602830087976597
[0 6 7 0]	4.6371545228969E-4
[0 7 0 6]	4.6371545228969E-4
[0 7 1 5]	0.004521225659824477
[0 7 2 4]	0.015070752199414924
[0 7 3 3]	0.02210376989247522
[0 7 4 2]	0.015070752199414924
[0 7 5 1]	0.004521225659824477
[0 7 6 0]	4.6371545228969E-4
[0 8 0 5]	2.608399419129506E-4
[0 8 1 4]	0.0018838440249268654
[0 8 2 3]	0.004521225659824477
[0 8 3 2]	0.004521225659824477
[0 8 4 1]	0.0018838440249268654
[0 8 5 0]	2.608399419129506E-4
[0 9 0 4]	8.050615491140451E-5
[0 9 1 3]	4.1863200553930344E-4
[0 9 2 2]	6.850341908824966E-4
[0 9 3 1]	4.1863200553930344E-4
[0 9 4 0]	8.050615491140451E-5
[0 10 0 3]	1.2880984785824722E-5
[0 10 1 2]	4.5668946058833104E-5
[0 10 2 1]	4.5668946058833104E-5
[0 10 3 0]	1.2880984785824722E-5
[0 11 0 2]	9.580897774580372E-7
[0 11 1 1]	2.075861184492414E-6
[0 11 2 0]	9.580897774580372E-7
[0 12 0 1]	2.661360492938992E-8
[0 12 1 0]	2.661360492938992E-8
[0 13 0 0]	1.5747695224491076E-10
